Año,Queja,Fecha de recepción,Concepto de archivo,Autoridad presunta responsable,Tipo de Autoridad,Supuesta violación,Municipio o población
2005,310,2/11/2005,Improcedencia,Ayuntamiento de Guadalajara,Ayuntamiento,Prestación indebida del servicio público,Guadalajara
2005,310,2/11/2005,Improcedencia,Ayuntamiento de Guadalajara,Ayuntamiento,Hostigamiento sexual,Guadalajara
2005,476,3/3/2005,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Ejercicio indebido de la función pública,Zapopan
2005,476,3/3/2005,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Prestación indebida del servicio público,Zapopan
2005,476,3/3/2005,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Zapopan
2005,476,3/3/2005,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Abuso sexual,Zapopan
2005,518,3/8/2005,Por no tratarse de violación de D. H.,Ayuntamiento de Tlajomulco de Zúñiga,Ayuntamiento,Hostigamiento sexual,Tlajomulco De Zúñiga
2005,518,3/8/2005,Por no tratarse de violación de D. H.,Ayuntamiento de Tlajomulco de Zúñiga,Ayuntamiento,Violación al derecho a la libertad sexual,Tlajomulco De Zúñiga
2005,611,3/18/2005,Incompetencia,Ayuntamiento de Guadalajara,Ayuntamiento,Hostigamiento sexual,Guadalajara
2005,611,3/18/2005,Incompetencia,Ayuntamiento de Guadalajara,Ayuntamiento,Prestación indebida del servicio público,Guadalajara
2005,732,4/5/2005,Por no tratarse de violación de D. H.,Dirección de Seguridad Pública de Chapala,Dirección de Seguridad Municipal,Hostigamiento sexual,Chapala
2005,732,4/5/2005,Por no tratarse de violación de D. H.,Dirección de Seguridad Pública de Chapala,Dirección de Seguridad Municipal,Violación al derecho a la igualdad y al trato digno,Chapala
2005,762,4/8/2005,Conciliación,Secretaría General de Gobierno del Estado de Jalisco,Secretaría General de Gobierno del Estado de Jalisco,Prestación indebida del servicio público,Guadalajara
2005,762,4/8/2005,Conciliación,Secretaría General de Gobierno del Estado de Jalisco,Secretaría General de Gobierno del Estado de Jalisco,Hostigamiento sexual,Guadalajara
2005,797,4/13/2005,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Prestación indebida del servicio público,Puerto Vallarta
2005,797,4/13/2005,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Puerto Vallarta
2005,913,4/26/2005,Desistimiento,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Prestación indebida del servicio público,Zapopan
2005,913,4/26/2005,Desistimiento,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Detención arbitraria,Zapopan
2005,913,4/26/2005,Desistimiento,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Abuso sexual,Zapopan
2005,1016,5/12/2005,Conciliación,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Detención arbitraria,Guadalajara
2005,1016,5/12/2005,Conciliación,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Lesiones,Guadalajara
2005,1016,5/12/2005,Conciliación,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Abuso sexual,Guadalajara
2005,1016,5/12/2005,Conciliación,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Amenazas,Guadalajara
2005,1016,5/12/2005,Conciliación,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Amenazas,Guadalajara
2005,1016,5/12/2005,Conciliación,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Amenazas,Guadalajara
2005,1016,5/12/2005,Conciliación,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Amenazas,Guadalajara
2005,1357,6/16/2005,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Tlajomulco De Zúñiga
2005,1680,7/27/2005,Por no tratarse de violación de D. H.,Ayuntamiento de Tequila,Ayuntamiento,Hostigamiento sexual,Tequila
2005,1753,8/4/2005,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Abuso sexual,Ixtapa
2005,1753,8/4/2005,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Prestación indebida del servicio público,Ixtapa
2005,1753,8/4/2005,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Ixtapa
2005,1753,8/4/2005,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación al derecho a la educación,Ixtapa
2005,1958,8/25/2005,Acumulación,Dirección de Seguridad Pública de El Salto,Dirección de Seguridad Municipal,Lesiones,El Salto
2005,1958,8/25/2005,Acumulación,Dirección de Seguridad Pública de El Salto,Dirección de Seguridad Municipal,Hostigamiento sexual,El Salto
2005,1961,8/25/2005,Desistimiento,Dirección de Seguridad Pública de Tlaquepaque,Dirección de Seguridad Municipal,Ataque a la propiedad privada,Tlaquepaque
2005,1961,8/25/2005,Desistimiento,Dirección de Seguridad Pública de Tlaquepaque,Dirección de Seguridad Municipal,Ejercicio indebido de la función pública,Tlaquepaque
2005,1961,8/25/2005,Desistimiento,Dirección de Seguridad Pública de Tlaquepaque,Dirección de Seguridad Municipal,Cateos y visitas domiciliarias ilegales,Tlaquepaque
2005,1961,8/25/2005,Desistimiento,Dirección de Seguridad Pública de Tlaquepaque,Dirección de Seguridad Municipal,Hostigamiento sexual,Tlaquepaque
2005,2013,9/1/2005,Archivo definitivo,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Intimidación,Tepatitlán De Morelos
2005,2013,9/1/2005,Archivo definitivo,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Hostigamiento sexual,Tepatitlán De Morelos
2005,2058,9/5/2005,Archivo definitivo,Universidad de Guadalajara,Universidad de Guadalajara,Hostigamiento sexual,Guadalajara
2005,2058,9/5/2005,Archivo definitivo,Universidad de Guadalajara,Universidad de Guadalajara,Violación al derecho a la educación,Guadalajara
2005,2206,9/22/2005,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Prestación indebida del servicio público,San Sebastián El Grande
2005,2206,9/22/2005,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación,San Sebastián El Grande
2005,2537,10/18/2005,Archivo definitivo,Secretaría de Educación Pública Federal,Secretaría de Educación Pública Federal,Abuso sexual,Guadalajara
2005,2537,10/18/2005,Archivo definitivo,Secretaría de Educación Pública Federal,Secretaría de Educación Pública Federal,Hostigamiento sexual,Guadalajara
2006,37,1/8/2006,Falta de interés,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Detención arbitraria,Tonalá
2006,37,1/8/2006,Falta de interés,Dirección de Seguridad Pública de Tlaquepaque,Dirección de Seguridad Municipal,Detención arbitraria,Tonalá
2006,37,1/8/2006,Falta de interés,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Detención arbitraria,Tonalá
2006,37,1/8/2006,Falta de interés,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Violación,Tonalá
2006,37,1/8/2006,Falta de interés,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Lesiones,Tonalá
2006,37,1/8/2006,Falta de interés,Dirección de Seguridad Pública de Tlaquepaque,Dirección de Seguridad Municipal,Lesiones,Tonalá
2006,37,1/8/2006,Falta de interés,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Lesiones,Tonalá
2006,37,1/8/2006,Falta de interés,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Violación,Tonalá
2006,37,1/8/2006,Falta de interés,Dirección de Seguridad Pública de Tlaquepaque,Dirección de Seguridad Municipal,Violación,Tonalá
2006,371,2/22/2006,Desistimiento,Centro Integral de Justicia Regional de Puerto Vallarta,Centro Integral de Justicia Regional,Violación a los derechos de los reclusos o internos,Puerto Vallarta
2006,371,2/22/2006,Desistimiento,Centro Integral de Justicia Regional de Puerto Vallarta,Centro Integral de Justicia Regional,Hostigamiento sexual,Puerto Vallarta
2006,383,2/23/2006,Por no tratarse de violación de D. H.,Ayuntamiento de Villa Guerrero,Ayuntamiento,Prestación indebida del servicio público,Villa Guerrero
2006,383,2/23/2006,Por no tratarse de violación de D. H.,Ayuntamiento de Villa Guerrero,Ayuntamiento,Hostigamiento sexual,Villa Guerrero
2006,707,3/27/2006,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Guadalajara
2006,707,3/27/2006,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Guadalajara
2006,734,3/29/2006,Improcedencia,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Guadalajara
2006,734,3/29/2006,Improcedencia,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación al derecho a la educación,Guadalajara
2006,734,3/29/2006,Improcedencia,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Abuso sexual,Guadalajara
2006,821,4/7/2006,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Guadalajara
2006,821,4/7/2006,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación,Guadalajara
2006,826,4/8/2006,Archivo definitivo,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Amenazas,Zapopan
2006,826,4/8/2006,Archivo definitivo,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Abuso sexual,Zapopan
2006,826,4/8/2006,Archivo definitivo,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Lesiones,Zapopan
2006,826,4/8/2006,Archivo definitivo,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Ejercicio indebido de la función pública,Zapopan
2006,826,4/8/2006,Archivo definitivo,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Cateos y visitas domiciliarias ilegales,Zapopan
2006,826,4/8/2006,Archivo definitivo,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Prestación indebida del servicio público,Zapopan
2006,864,4/12/2006,Archivo definitivo,Secretaría de Administración,Secretaría de Administración,Hostigamiento sexual,Guadalajara
2006,864,4/12/2006,Archivo definitivo,Secretaría de Administración,Secretaría de Administración,Violación a los derechos laborales,Guadalajara
2006,864,4/12/2006,Archivo definitivo,Secretaría de Administración,Secretaría de Administración,Amenazas,Guadalajara
2006,864,4/12/2006,Archivo definitivo,Secretaría de Administración,Secretaría de Administración,Ejercicio indebido de la función pública,Guadalajara
2006,981,4/27/2006,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Ejercicio indebido de la función pública,Guadalajara
2006,981,4/27/2006,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Guadalajara
2006,1255,6/5/2006,Desistimiento,Secretaría de Salud,Secretaría de Salud,Abuso sexual,Guadalajara
2006,1255,6/5/2006,Desistimiento,Secretaría de Salud,Secretaría de Salud,Prestación indebida del servicio público,Guadalajara
2006,1255,6/5/2006,Desistimiento,Secretaría de Salud,Secretaría de Salud,Negativa o inadecuada prestación de servicios en materia de salud,Guadalajara
2006,1303,6/8/2006,Falta de interés,"Secretaría de Seguridad Pública, Prevención y Readaptación Social","Secretaría de Seguridad Pública, Prevención y Readaptación Social",Hostigamiento sexual,Guadalajara
2006,1303,6/8/2006,Falta de interés,"Secretaría de Seguridad Pública, Prevención y Readaptación Social","Secretaría de Seguridad Pública, Prevención y Readaptación Social",Ejercicio indebido de la función pública,Guadalajara
2006,1535,7/7/2006,Archivo definitivo,Dirección de Seguridad Pública de El Salto,Dirección de Seguridad Municipal,Hostigamiento sexual,El Salto
2006,1826,8/17/2006,Por no tratarse de violación de D. H.,Universidad de Guadalajara,Universidad de Guadalajara,Hostigamiento sexual,Tapalpa
2006,1826,8/17/2006,Por no tratarse de violación de D. H.,Universidad de Guadalajara,Universidad de Guadalajara,Ejercicio indebido de la función pública,Tapalpa
2006,1915,8/31/2006,Archivo definitivo,Secretaría de Salud,Secretaría de Salud,Hostigamiento sexual,Unión De Tula
2006,2089,9/25/2006,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Tlaquepaque
2006,2089,9/25/2006,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Guadalajara
2006,2089,9/25/2006,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación al derecho a la educación,Guadalajara
2006,2089,9/25/2006,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Guadalajara
2006,2089,9/25/2006,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación al derecho a la educación,Tlaquepaque
2006,2089,9/25/2006,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Tlaquepaque
2006,2104,9/26/2006,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Ejercicio indebido de la función pública,Guadalajara
2006,2104,9/26/2006,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Guadalajara
2006,2177,10/5/2006,Improcedencia,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Zapopan
2006,2177,10/5/2006,Improcedencia,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Zapopan
2006,2177,10/5/2006,Improcedencia,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación al derecho a la educación,Zapopan
2006,2380,11/1/2006,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Zapopan
2006,2380,11/1/2006,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación al derecho a la educación,Zapopan
2006,2380,11/1/2006,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Abuso sexual,Zapopan
2006,2424,11/8/2006,Falta de interés,Dirección de Seguridad Pública de Cabo Corrientes,Dirección de Seguridad Municipal,Negativa de asistencia a víctimas de delito,Degollado
2006,2424,11/8/2006,Falta de interés,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Abuso sexual,Degollado
2006,2424,11/8/2006,Falta de interés,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Negativa de asistencia a víctimas de delito,Degollado
2006,2424,11/8/2006,Falta de interés,Dirección de Seguridad Pública de Cabo Corrientes,Dirección de Seguridad Municipal,Incumplimiento de la función pública en la procuración de justicia,Degollado
2006,2424,11/8/2006,Falta de interés,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Incumplimiento de la función pública en la procuración de justicia,Degollado
2006,2424,11/8/2006,Falta de interés,Dirección de Seguridad Pública de Cabo Corrientes,Dirección de Seguridad Municipal,Abuso sexual,Degollado
2006,2512,11/21/2006,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación,Tonalá
2006,2512,11/21/2006,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Tonalá
2006,2512,11/21/2006,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación al derecho a la educación,Tonalá
2006,2766,12/27/2006,Improcedencia,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Hostigamiento sexual,Guadalajara
2006,2766,12/27/2006,Improcedencia,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Incomunicación,Guadalajara
2006,2766,12/27/2006,Improcedencia,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Detención arbitraria,Guadalajara
2006,2766,12/27/2006,Improcedencia,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Amenazas,Guadalajara
2007,379,2/23/2007,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Prestación indebida del servicio público,Casimiro Castillo
2007,379,2/23/2007,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Casimiro Castillo
2007,379,2/23/2007,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violaciones al derecho a la privacidad,Casimiro Castillo
2007,543,3/13/2007,Conciliación,Ayuntamiento de Magdalena,Ayuntamiento,Violación,Magdalena
2007,543,3/13/2007,Conciliación,Ayuntamiento de Magdalena,Ayuntamiento,Prestación indebida del servicio público,Magdalena
2007,723,4/3/2007,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Tonalá
2007,723,4/3/2007,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación al derecho a la educación,Tonalá
2007,723,4/3/2007,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Abuso sexual,Tonalá
2007,947,5/4/2007,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Zapopan
2007,1056,5/16/2007,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación al derecho a la educación,Puerto Vallarta
2007,1056,5/16/2007,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Puerto Vallarta
2007,1056,5/16/2007,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Puerto Vallarta
2007,1231,6/7/2007,Conciliación,Dirección de Seguridad Pública de Mezquitic,Dirección de Seguridad Municipal,Hostigamiento sexual,Mezquitic
2007,1231,6/7/2007,Conciliación,Dirección de Seguridad Pública de Mezquitic,Dirección de Seguridad Municipal,Prestación indebida del servicio público,Mezquitic
2007,1323,6/16/2007,Falta de interés,Ayuntamiento de Tonalá,Ayuntamiento,Hostigamiento sexual,Tonalá
2007,1323,6/16/2007,Falta de interés,Ayuntamiento de Tonalá,Ayuntamiento,Prestación indebida del servicio público,Tonalá
2007,1376,6/21/2007,Improcedencia,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación,Guadalajara
2007,1376,6/21/2007,Improcedencia,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Abuso sexual,Guadalajara
2007,1411,6/24/2007,Desistimiento,Dirección de Seguridad Pública de Chapala,Dirección de Seguridad Municipal,Hostigamiento sexual,Chapala
2007,1411,6/24/2007,Desistimiento,Dirección de Seguridad Pública de Chapala,Dirección de Seguridad Municipal,Violación a los derechos laborales,Chapala
2007,1677,7/30/2007,Conciliación,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Hostigamiento sexual,Tonalá
2007,1677,7/30/2007,Conciliación,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Prestación indebida del servicio público,Tonalá
2007,1763,8/8/2007,Conciliación,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Hostigamiento sexual,Tonalá
2007,1763,8/8/2007,Conciliación,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Abuso sexual,Tonalá
2007,1930,8/28/2007,Falta de interés,Dirección de Seguridad Pública de Tlaquepaque,Dirección de Seguridad Municipal,Hostigamiento sexual,Tlaquepaque
2007,1930,8/28/2007,Falta de interés,Dirección de Seguridad Pública de Tlaquepaque,Dirección de Seguridad Municipal,Amenazas,Tlaquepaque
2007,2156,9/17/2007,Conciliación,Secretaría de Vialidad y Transporte,Secretaría de Vialidad y Transporte,Hostigamiento sexual,Guadalajara
2007,2156,9/17/2007,Conciliación,Secretaría de Vialidad y Transporte,Secretaría de Vialidad y Transporte,Abuso sexual,Guadalajara
2007,2434,10/17/2007,Por no tratarse de violación de D. H.,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Amenazas,Poncitlán
2007,2434,10/17/2007,Por no tratarse de violación de D. H.,Dirección de Seguridad Pública de Poncitlán,Dirección de Seguridad Municipal,Hostigamiento sexual,Poncitlán
2007,2434,10/17/2007,Por no tratarse de violación de D. H.,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Hostigamiento sexual,Poncitlán
2007,2434,10/17/2007,Por no tratarse de violación de D. H.,Dirección de Seguridad Pública de Poncitlán,Dirección de Seguridad Municipal,Incumplimiento de la función pública en la procuración de justicia,Poncitlán
2007,2434,10/17/2007,Por no tratarse de violación de D. H.,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Incumplimiento de la función pública en la procuración de justicia,Poncitlán
2007,2434,10/17/2007,Por no tratarse de violación de D. H.,Dirección de Seguridad Pública de Poncitlán,Dirección de Seguridad Municipal,Dilación en la procuración de justicia,Poncitlán
2007,2434,10/17/2007,Por no tratarse de violación de D. H.,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Dilación en la procuración de justicia,Poncitlán
2007,2434,10/17/2007,Por no tratarse de violación de D. H.,Dirección de Seguridad Pública de Poncitlán,Dirección de Seguridad Municipal,Amenazas,Poncitlán
2007,2571,11/5/2007,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación al derecho a la educación,Autlán De Navarro
2007,2571,11/5/2007,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Autlán De Navarro
2007,2571,11/5/2007,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Autlán De Navarro
2007,2655,11/15/2007,Falta de interés,"Secretaría de Seguridad Pública, Prevención y Readaptación Social","Secretaría de Seguridad Pública, Prevención y Readaptación Social",Hostigamiento sexual,Guadalajara
2007,2655,11/15/2007,Falta de interés,"Secretaría de Seguridad Pública, Prevención y Readaptación Social","Secretaría de Seguridad Pública, Prevención y Readaptación Social",Violación a los derechos laborales,Guadalajara
2007,2655,11/15/2007,Falta de interés,"Secretaría de Seguridad Pública, Prevención y Readaptación Social","Secretaría de Seguridad Pública, Prevención y Readaptación Social",Intimidación,Guadalajara
2007,2952,12/20/2007,Improcedencia,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Huejuquilla El Alto
2008,216,1/30/2008,Falta de interés,DIF (todos 1998-2015),DIF (todos 1998-2015),Ejercicio indebido de la función pública,Guadalajara
2008,216,1/30/2008,Falta de interés,DIF (todos 1998-2015),DIF (todos 1998-2015),Hostigamiento sexual,Guadalajara
2008,216,1/30/2008,Falta de interés,DIF (todos 1998-2015),DIF (todos 1998-2015),Intimidación,Guadalajara
2008,688,3/24/2008,Archivo definitivo,Quien resulte responsable,Quien resulte responsable,Violación a los derechos laborales,Jalostotitlán
2008,688,3/24/2008,Archivo definitivo,Quien resulte responsable,Quien resulte responsable,Abuso sexual,Jalostotitlán
2008,1149,4/2/2008,Por no tratarse de violación de D. H.,Dirección de Seguridad Pública de Tepatitlán de Morelos,Dirección de Seguridad Municipal,Hostigamiento sexual,Tepatitlán De Morelos
2008,1149,4/2/2008,Por no tratarse de violación de D. H.,Dirección de Seguridad Pública de Tepatitlán de Morelos,Dirección de Seguridad Municipal,Detención arbitraria,Tepatitlán De Morelos
2008,1149,4/2/2008,Por no tratarse de violación de D. H.,Dirección de Seguridad Pública de Tepatitlán de Morelos,Dirección de Seguridad Municipal,Ejercicio indebido de la función pública,Tepatitlán De Morelos
2008,1149,4/2/2008,Por no tratarse de violación de D. H.,Dirección de Seguridad Pública de Tepatitlán de Morelos,Dirección de Seguridad Municipal,Prestación indebida del servicio público,Tepatitlán De Morelos
2008,8169,5/29/2008,Conciliación,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Prestación indebida del servicio público,Guadalajara
2008,8169,5/29/2008,Conciliación,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Detención arbitraria,Guadalajara
2008,8169,5/29/2008,Conciliación,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Allanamiento de morada,Guadalajara
2008,8169,5/29/2008,Conciliación,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Hostigamiento sexual,Guadalajara
2008,8675,7/13/2008,Desistimiento,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Cohecho,Guadalajara
2008,8675,7/13/2008,Desistimiento,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Hostigamiento sexual,Guadalajara
2008,8675,7/13/2008,Desistimiento,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Ejercicio indebido de la función pública,Guadalajara
2008,8675,7/13/2008,Desistimiento,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Prestación indebida del servicio público,Guadalajara
2008,8688,7/14/2008,Archivo definitivo,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Hostigamiento sexual,Zapopan
2008,8688,7/14/2008,Archivo definitivo,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Ejercicio indebido de la función pública,Zapopan
2008,8688,7/14/2008,Archivo definitivo,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Violación a los derechos laborales,Zapopan
2008,8689,7/8/2008,Desistimiento,Dirección de Seguridad Pública de Autlán,Dirección de Seguridad Municipal,Ejercicio indebido de la función pública,Autlán De Navarro
2008,8689,7/8/2008,Desistimiento,Dirección de Seguridad Pública de Autlán,Dirección de Seguridad Municipal,Abuso sexual,Autlán De Navarro
2008,8689,7/8/2008,Desistimiento,Ayuntamiento de Autlán de Navarro,Ayuntamiento,Abuso sexual,Autlán De Navarro
2008,8689,7/8/2008,Desistimiento,Dirección de Seguridad Pública de Autlán,Dirección de Seguridad Municipal,Prestación indebida del servicio público,Autlán De Navarro
2008,8689,7/8/2008,Desistimiento,Ayuntamiento de Autlán de Navarro,Ayuntamiento,Prestación indebida del servicio público,Autlán De Navarro
2008,8689,7/8/2008,Desistimiento,Ayuntamiento de Autlán de Navarro,Ayuntamiento,Ejercicio indebido de la función pública,Autlán De Navarro
2008,8849,7/24/2008,Archivo definitivo,Consejo Estatal para el Fomento Deportivo y E.,Consejo Estatal para el Fomento Deportivo y E.,Hostigamiento sexual,Zapopan
2008,8849,7/24/2008,Archivo definitivo,Consejo Estatal para el Fomento Deportivo y E.,Consejo Estatal para el Fomento Deportivo y E.,Hostigamiento sexual,Guadalajara
2008,8849,7/24/2008,Archivo definitivo,Consejo Estatal para el Fomento Deportivo y E.,Consejo Estatal para el Fomento Deportivo y E.,Ejercicio indebido de la función pública,Guadalajara
2008,8849,7/24/2008,Archivo definitivo,Consejo Estatal para el Fomento Deportivo y E.,Consejo Estatal para el Fomento Deportivo y E.,Violación a los derechos del niño,Zapopan
2008,8849,7/24/2008,Archivo definitivo,Consejo Estatal para el Fomento Deportivo y E.,Consejo Estatal para el Fomento Deportivo y E.,Ejercicio indebido de la función pública,Zapopan
2008,8849,7/24/2008,Archivo definitivo,Consejo Estatal para el Fomento Deportivo y E.,Consejo Estatal para el Fomento Deportivo y E.,Violación a los derechos del niño,Guadalajara
2008,8858,7/28/2008,Enviada a la CNDH,Procuraduría General de la República,Procuraduría General de la República,Violación a los derechos laborales,Guadalajara
2008,8858,7/28/2008,Enviada a la CNDH,Procuraduría General de la República,Procuraduría General de la República,Hostigamiento sexual,Guadalajara
